ID,Sales
T1194056,24592.443
T1194057,63847.68
T1194058,59475.66
T1194059,49769.86
T1194060,35914.246
T1194061,58038.004
T1194062,38207.992
T1194063,40785.992
T1194064,54778.84
T1194065,47408.8
T1194066,30052.268
T1194067,44662.246
T1194068,42093.465
T1194069,62164.504
T1194070,58474.457
T1194071,49000.41
T1194072,31745.732
T1194073,55447.402
T1194074,25541.598
T1194075,68620.21
T1194076,59540.562
T1194077,25180.627
T1194078,36670.914
T1194079,56864.57
T1194080,31797.83
T1194081,35964.37
T1194082,36495.37
T1194083,58813.934
T1194084,32966.66
T1194085,35317.914
T1194086,25986.338
T1194087,34191.723
T1194088,40841.562
T1194089,52437.336
T1194090,26674.123
T1194091,46994.773
T1194092,32350.92
T1194093,25628.48
T1194094,45462.773
T1194095,36871.484
T1194096,34824.4
T1194097,21528.035
T1194098,71316.43
T1194099,36851.344
T1194100,35587.363
T1194101,26853.775
T1194102,39892.953
T1194103,82524.164
T1194104,28805.557
T1194105,22114.18
T1194106,50415.48
T1194107,31516.475
T1194108,47970.848
T1194109,34418.33
T1194110,49710.074
T1194111,57058.01
T1194112,52964.145
T1194113,23375.312
T1194114,53000.25
T1194115,58607.76
T1194116,32603.793
T1194117,25272.086
T1194118,42162.28
T1194119,90922.21
T1194120,60698.23
T1194121,38946.01
T1194122,36159.363
T1194123,42439.875
T1194124,55520.215
T1194125,46709.844
T1194126,65239.17
T1194127,23216.553
T1194128,35104.53
T1194129,26991.217
T1194130,43073.727
T1194131,38030.66
T1194132,37551.52
T1194133,19256.83
T1194134,82808.63
T1194135,57698.84
T1194136,32791.457
T1194137,33503.473
T1194138,58400.73
T1194139,21684.215
T1194140,31548.299
T1194141,39615.207
T1194142,38342.02
T1194143,83129.8
T1194144,32988.367
T1194145,81019.59
T1194146,57364.434
T1194147,50632.773
T1194148,33903.008
T1194149,47814.914
T1194150,41107.504
T1194151,45561.23
T1194152,41341.7
T1194153,39539.55
T1194154,22610.117
T1194155,34547.008
T1194156,32042.436
T1194157,40129.215
T1194158,64888.92
T1194159,26424.756
T1194160,34908.613
T1194161,38901.145
T1194162,29564.088
T1194163,21316.744
T1194164,20340.223
T1194165,51527.87
T1194166,118957.69
T1194167,35284.55
T1194168,38968.805
T1194169,59543.344
T1194170,82798.78
T1194171,34267.992
T1194172,42738.56
T1194173,48461.375
T1194174,80391.61
T1194175,39411.79
T1194176,36454.92
T1194177,49715.008
T1194178,31792.191
T1194179,36114.406
T1194180,50219.375
T1194181,28487.023
T1194182,36871.484
T1194183,41107.504
T1194184,47209.863
T1194185,40657.816
T1194186,30052.268
T1194187,40797.75
T1194188,53000.25
T1194189,59576.715
T1194190,37551.52
T1194191,46858.39
T1194192,47363.074
T1194193,50698.91
T1194194,26424.756
T1194195,19256.83
T1194196,39582.35
T1194197,59959.19
T1194198,61685.57
T1194199,38788.812
T1194200,33812.477
T1194201,62387.23
T1194202,24592.443
T1194203,22573.162
T1194204,27159.852
T1194205,25656.744
T1194206,34055.457
T1194207,33947.277
T1194208,80391.61
T1194209,22652.963
T1194210,60682.547
T1194211,29788.844
T1194212,38651.086
T1194213,48414.508
T1194214,35158.656
T1194215,52964.145
T1194216,57542.77
T1194217,45561.23
T1194218,60884.387
T1194219,32603.793
T1194220,65239.17
T1194221,36495.37
T1194222,28969.584
T1194223,44826.47
T1194224,61710.32
T1194225,58813.934
T1194226,33302.195
T1194227,29248.098
T1194228,26460.713
T1194229,38968.805
T1194230,41332.62
T1194231,46994.773
T1194232,65261.01
T1194233,51752.047
T1194234,59187.676
T1194235,29839.117
T1194236,67172.61
T1194237,37394.066
T1194238,35104.53
T1194239,49000.41
T1194240,60698.23
T1194241,30853.658
T1194242,36114.406
T1194243,36944.207
T1194244,32308.97
T1194245,34267.992
T1194246,35232.844
T1194247,39411.79
T1194248,34547.008
T1194249,40629.72
T1194250,29564.088
T1194251,29554.95
T1194252,33646.883
T1194253,82798.78
T1194254,64888.92
T1194255,37301.473
T1194256,40129.215
T1194257,42597.74
T1194258,59543.344
T1194259,40866.664
T1194260,33216.863
T1194261,52462.34
T1194262,67795.64
T1194263,47635.082
T1194264,47989.434
T1194265,42439.875
T1194266,30589.29
T1194267,57304.64
T1194268,57453.832
T1194269,73202.484
T1194270,26991.217
T1194271,53014.426
T1194272,59497.266
T1194273,82808.63
T1194274,57698.84
T1194275,29748.42
T1194276,83129.8
T1194277,69352.164
T1194278,39615.207
T1194279,30163.871
T1194280,38342.02
T1194281,43231.57
T1194282,37593.637
T1194283,65649.27
T1194284,46709.844
T1194285,47814.914
T1194286,40974.695
T1194287,79380.1
T1194288,53859.266
T1194289,47970.848
T1194290,37595.75
T1194291,69555.18
T1194292,57058.01
T1194293,23375.312
T1194294,41341.7
T1194295,33903.008
T1194296,38599.67
T1194297,26853.775
T1194298,46856.312
T1194299,41097.24
T1194300,35317.914
T1194301,34191.723
T1194302,37874.94
T1194303,48167.555
T1194304,26674.123
T1194305,25628.48
T1194306,41295.59
T1194307,34824.4
T1194308,63339.723
T1194309,55447.402
T1194310,49657.35
T1194311,36972.734
T1194312,35914.246
T1194313,48928.746
T1194314,38207.992
T1194315,41952.727
T1194316,63847.68
T1194317,39539.55
T1194318,58038.004
T1194319,24759.285
T1194320,39058.78
T1194321,44662.246
T1194322,34322.7
T1194323,28710.465
T1194324,58474.457
T1194325,73719.945
T1194326,29666.896
T1194327,58345.2
T1194328,55440.285
T1194329,25491.432
T1194330,28067.496
T1194331,35413.684
T1194332,55661.348
T1194333,41279.625
T1194334,33669.395
T1194335,20342.346
T1194336,58531.28
T1194337,68007.766
T1194338,38638.465
T1194339,39172.684
T1194340,34235.23
T1194341,35964.37
T1194342,56613.43
T1194343,46246.277
T1194344,40738.44
T1194345,33703.85
T1194346,38210.95
T1194347,33217.094
T1194348,21804.547
T1194349,40981.74
T1194350,24790.291
T1194351,54343.26
T1194352,21365.127
T1194353,62247.977
T1194354,36723.64
T1194355,53467.758
T1194356,59540.562
T1194357,30941.121
T1194358,20340.223
T1194359,26159.76
T1194360,51177.785
T1194361,65140.902
T1194362,36670.914
T1194363,32791.457
T1194364,45510.22
T1194365,32920.1
T1194366,40946.35
T1194367,28564.537
T1194368,70995.24
T1194369,28278.652
T1194370,64694.65
T1194371,50745.207
T1194372,44702.156
T1194373,68620.21
T1194374,62164.504
T1194375,43903.746
T1194376,57364.434
T1194377,49715.008
T1194378,28109.746
T1194379,53075.375
T1194380,48678.848
T1194381,35168.03
T1194382,41718.047
T1194383,75568.164
T1194384,53622.816
T1194385,44742.47
T1194386,34908.613
T1194387,39356.61
T1194388,34117.836
T1194389,25986.338
T1194390,25657.994
T1194391,73740.22
T1194392,21316.744
T1194393,33008.79
T1194394,40841.562
T1194395,32411.172
T1194396,35721.723
T1194397,47408.8
T1194398,43073.727
T1194399,30653.777
T1194400,47403.605
T1194401,39892.953
T1194402,46253.902
T1194403,33311.14
T1194404,69018.305
T1194405,44937.24
T1194406,29152.912
T1194407,36851.344
T1194408,67642.92
T1194409,54778.84
T1194410,47535.78
T1194411,23917.602
T1194412,59014.703
T1194413,29472.309
T1194414,54702.348
T1194415,22610.117
T1194416,31516.475
T1194417,56886.195
T1194418,43116.48
T1194419,38901.145
T1194420,48461.375
T1194421,50219.375
T1194422,31797.83
T1194423,38391.656
T1194424,35842.965
T1194425,27359.4
T1194426,82524.164
T1194427,56776.332
T1194428,28805.557
T1194429,38345.887
T1194430,90922.21
T1194431,20713.133
T1194432,42162.28
T1194433,39190.887
T1194434,40214.754
T1194435,32350.92
T1194436,25541.598
T1194437,32988.367
T1194438,38378.812
T1194439,45462.773
T1194440,118957.69
T1194441,43341.043
T1194442,34752.25
T1194443,81019.59
T1194444,35849.605
T1194445,71316.43
T1194446,36832.734
T1194447,34164.453
T1194448,42093.465
T1194449,54723.547
T1194450,51527.87
T1194451,34200.992
T1194452,42662.67
T1194453,45220.164
T1194454,46677.664
T1194455,14972.965
T1194456,55520.215
T1194457,33095.53
T1194458,59475.66
T1194459,41323.883
T1194460,35587.363
T1194461,47763.273
T1194462,40745.703
T1194463,35284.55
T1194464,37802.98
T1194465,61198.797
T1194466,45831.324
T1194467,32042.436
T1194468,52934.4
T1194469,58400.73
T1194470,45269.66
T1194471,56864.57
T1194472,63623.254
T1194473,56336.848
T1194474,23216.553
T1194475,32966.66
T1194476,41149.984
T1194477,30247.514
T1194478,32323.842
T1194479,36159.363
T1194480,40958.94
T1194481,41034.41
T1194482,20572.02
T1194483,31548.299
T1194484,70306.3
T1194485,50415.48
T1194486,49320.62
T1194487,47653.438
T1194488,48423.723
T1194489,25180.627
T1194490,61099.37
T1194491,41154.246
T1194492,58607.76
T1194493,50632.773
T1194494,36770.906
T1194495,58243.652
T1194496,36070.812
T1194497,40027.668
T1194498,44802.117
T1194499,42738.56
T1194500,77083.664
T1194501,21528.035
T1194502,51977.188
T1194503,49860.4
T1194504,33535.74
T1194505,35600.59
T1194506,40785.992
T1194507,29398.512
T1194508,61855.434
T1194509,48682.754
T1194510,25272.086
T1194511,53747.613
T1194512,31418.865
T1194513,52437.336
T1194514,72354.28
T1194515,42542.957
T1194516,33503.473
T1194517,65774.65
T1194518,38030.66
T1194519,59004.746
T1194520,43376.71
T1194521,44482.83
T1194522,66554.63
T1194523,42175.65
T1194524,34689.457
T1194525,49769.86
T1194526,47790.87
T1194527,49710.074
T1194528,36454.92
T1194529,51120.17
T1194530,30364.35
T1194531,38196.19
T1194532,29187.986
T1194533,27674.4
T1194534,75900.625
T1194535,103175.85
T1194536,38946.01
T1194537,19877.283
T1194538,34418.33
T1194539,53893.195
T1194540,31792.191
T1194541,42698.42
T1194542,32949.695
T1194543,68983.9
T1194544,36775.42
T1194545,21684.215
T1194546,55440.285
T1194547,72759.05
T1194548,81019.32
T1194549,56886.195
T1194550,36871.484
T1194551,24759.285
T1194552,42542.957
T1194553,36152.16
T1194554,45220.164
T1194555,24790.291
T1194556,54955.98
T1194557,51177.785
T1194558,73740.22
T1194559,103175.85
T1194560,51837.3
T1194561,59543.344
T1194562,40866.664
T1194563,25986.338
T1194564,36972.734
T1194565,36159.363
T1194566,26424.756
T1194567,25541.598
T1194568,61396.953
T1194569,33302.195
T1194570,38378.812
T1194571,51977.188
T1194572,40974.695
T1194573,40981.74
T1194574,41295.59
T1194575,46580.41
T1194576,26674.123
T1194577,46919.797
T1194578,55447.402
T1194579,58813.934
T1194580,28067.496
T1194581,59475.66
T1194582,40745.703
T1194583,58474.457
T1194584,48678.848
T1194585,26159.76
T1194586,47790.87
T1194587,70306.3
T1194588,46246.277
T1194589,28109.746
T1194590,54343.26
T1194591,65261.01
T1194592,53893.195
T1194593,62164.504
T1194594,30052.268
T1194595,58246.5
T1194596,32920.1
T1194597,24592.443
T1194598,73719.945
T1194599,35232.844
T1194600,32949.695
T1194601,41279.625
T1194602,29152.912
T1194603,38207.992
T1194604,45462.773
T1194605,82335.805
T1194606,26713.547
T1194607,37103.957
T1194608,69555.18
T1194609,49557.965
T1194610,52934.4
T1194611,42977.902
T1194612,38196.19
T1194613,33311.14
T1194614,36723.64
T1194615,45269.66
T1194616,46677.664
T1194617,54723.547
T1194618,63623.254
T1194619,30853.658
T1194620,41149.984
T1194621,56364.15
T1194622,33703.85
T1194623,44482.83
T1194624,30577.41
T1194625,54778.84
T1194626,34055.457
T1194627,61507.62
T1194628,32988.367
T1194629,38946.01
T1194630,42439.875
T1194631,46039.105
T1194632,30364.35
T1194633,23375.312
T1194634,59959.19
T1194635,31792.191
T1194636,49710.074
T1194637,57453.832
T1194638,34418.33
T1194639,91855.34
T1194640,59004.746
T1194641,57542.77
T1194642,61099.37
T1194643,47970.848
T1194644,66081.484
T1194645,34689.457
T1194646,36454.92
T1194647,35721.723
T1194648,69018.305
T1194649,32411.172
T1194650,26460.713
T1194651,34547.008
T1194652,33216.863
T1194653,25657.994
T1194654,47209.863
T1194655,34908.613
T1194656,32042.436
T1194657,34267.992
T1194658,58400.73
T1194659,36944.207
T1194660,40657.816
T1194661,29564.088
T1194662,33903.008
T1194663,21316.744
T1194664,47653.438
T1194665,50415.48
T1194666,46752.395
T1194667,53747.613
T1194668,49594.516
T1194669,61855.434
T1194670,52694.992
T1194671,29398.512
T1194672,72354.28
T1194673,30589.29
T1194674,73202.484
T1194675,47989.434
T1194676,69352.164
T1194677,77083.664
T1194678,44802.117
T1194679,57751.95
T1194680,43231.57
T1194681,82808.63
T1194682,30163.871
T1194683,58243.652
T1194684,46709.844
T1194685,43722.973
T1194686,37595.75
T1194687,33812.477
T1194688,41034.41
T1194689,35104.53
T1194690,23216.553
T1194691,49657.35
T1194692,30247.514
T1194693,83129.8
T1194694,56336.848
T1194695,56864.57
T1194696,58345.2
T1194697,65649.27
T1194698,33503.473
T1194699,57304.64
T1194700,29554.95
T1194701,37539.195
T1194702,64888.92
T1194703,38638.465
T1194704,43341.043
T1194705,47763.273
T1194706,28969.584
T1194707,61198.797
T1194708,40738.44
T1194709,118957.69
T1194710,29666.896
T1194711,33095.53
T1194712,27027.398
T1194713,45831.324
T1194714,39582.35
T1194715,59019.082
T1194716,46994.773
T1194717,41323.883
T1194718,54702.348
T1194719,67172.61
T1194720,39058.78
T1194721,48167.555
T1194722,45389.23
T1194723,35964.37
T1194724,41107.504
T1194725,20713.133
T1194726,53467.758
T1194727,38345.887
T1194728,63339.723
T1194729,56776.332
T1194730,82524.164
T1194731,31797.83
T1194732,62247.977
T1194733,45561.23
T1194734,41952.727
T1194735,43116.48
T1194736,34200.992
T1194737,46856.312
T1194738,34164.453
T1194739,71316.43
T1194740,45510.22
T1194741,36670.914
T1194742,66855.44
T1194743,48799.254
T1194744,21804.547
T1194745,41718.047
T1194746,99685.38
T1194747,52462.34
T1194748,53622.816
T1194749,61710.32
T1194750,44937.24
T1194751,67642.92
T1194752,39892.953
T1194753,68007.766
T1194754,38651.086
T1194755,26853.775
T1194756,43376.71
T1194757,59187.676
T1194758,50745.207
T1194759,53239.934
T1194760,44826.47
T1194761,29472.309
T1194762,47408.8
T1194763,44662.246
T1194764,45866.305
T1194765,58531.28
T1194766,53075.375
T1194767,67795.64
T1194768,60884.387
T1194769,55661.348
T1194770,43903.746
T1194771,68620.21
T1194772,48414.508
T1194773,34191.723
T1194774,28278.652
T1194775,56613.43
T1194776,40629.72
T1194777,20340.223
T1194778,36770.906
T1194779,31516.475
T1194780,38391.656
T1194781,32525.344
T1194782,57058.01
T1194783,49000.41
T1194784,58258.4
T1194785,32308.97
T1194786,35317.914
T1194787,35808.934
T1194788,42162.28
T1194789,40214.754
T1194790,32603.793
T1194791,42388.457
T1194792,60698.23
T1194793,35842.965
T1194794,32323.842
T1194795,50219.375
T1194796,42597.74
T1194797,39411.79
T1194798,25656.744
T1194799,38968.805
T1194800,29248.098
T1194801,65239.17
T1194802,32867.156
T1194803,37802.98
T1194804,58595.297
T1194805,33008.79
T1194806,43073.727
T1194807,28547.824
T1194808,47403.605
T1194809,32791.457
T1194810,57698.84
T1194811,34824.4
T1194812,59497.266
T1194813,31418.865
T1194814,39539.55
T1194815,70995.24
T1194816,44702.156
T1194817,52437.336
T1194818,57364.434
T1194819,38342.02
T1194820,62387.23
T1194821,79380.1
T1194822,41332.62
T1194823,37551.52
T1194824,81019.59
T1194825,55520.215
T1194826,53859.266
T1194827,57974.68
T1194828,40958.94
T1194829,22610.117
T1194830,35284.55
T1194831,48423.723
T1194832,44742.47
T1194833,60682.547
T1194834,29788.844
T1194835,36851.344
T1194836,33669.395
T1194837,31887.201
T1194838,46253.902
T1194839,66554.63
T1194840,47535.78
T1194841,36495.37
T1194842,34235.23
T1194843,59576.715
T1194844,40841.562
T1194845,48928.746
T1194846,34117.836
T1194847,39356.61
T1194848,49769.86
T1194849,35158.656
T1194850,27674.4
T1194851,34821.34
T1194852,29839.117
T1194853,42698.42
T1194854,33217.094
T1194855,41097.24
T1194856,65140.902
T1194857,75900.625
T1194858,25491.432
T1194859,48461.375
T1194860,35587.363
T1194861,22652.963
T1194862,82798.78
T1194863,35413.684
T1194864,55572.31
T1194865,51527.87
T1194866,61685.57
T1194867,48253.094
T1194868,59540.562
T1194869,25180.627
T1194870,26991.217
T1194871,40129.215
T1194872,40797.75
T1194873,51223.215
T1194874,49715.008
T1194875,38210.95
T1194876,47635.082
T1194877,41154.246
T1194878,43633.758
T1194879,42062.316
T1194880,22573.162
T1194881,64694.65
T1194882,40946.35
T1194883,23917.602
T1194884,50698.91
T1194885,90922.21
T1194886,58607.76
T1194887,49860.4
T1194888,61402.387
T1194889,50632.773
T1194890,80391.61
T1194891,35914.246
T1194892,47363.074
T1194893,36775.42
T1194894,44898.863
T1194895,49320.62
T1194896,35600.59
T1194897,28710.465
T1194898,39615.207
T1194899,38788.812
T1194900,52964.145
T1194901,21684.215
T1194902,63243.207
T1194903,41341.7
T1194904,40783.41
T1194905,44236.85
T1194906,37593.637
T1194907,25272.086
T1194908,65774.65
T1194909,25945.469
T1194910,42175.65
T1194911,47635.082
T1194912,44662.246
T1194913,49557.965
T1194914,91855.34
T1194915,34191.723
T1194916,50745.207
T1194917,35807.176
T1194918,62336.523
T1194919,29472.309
T1194920,77083.664
T1194921,42062.316
T1194922,44802.117
T1194923,23917.602
T1194924,45866.305
T1194925,25180.627
T1194926,40797.75
T1194927,26713.547
T1194928,54936.3
T1194929,36770.906
T1194930,69555.18
T1194931,59004.746
T1194932,53075.375
T1194933,68620.21
T1194934,80391.61
T1194935,46453.246
T1194936,38210.95
T1194937,51223.215
T1194938,67795.64
T1194939,58531.28
T1194940,29638.654
T1194941,49715.008
T1194942,53239.934
T1194943,57542.77
T1194944,43633.758
T1194945,31726.121
T1194946,40129.215
T1194947,47970.848
T1194948,48253.094
T1194949,33903.008
T1194950,49851.715
T1194951,41341.7
T1194952,33095.53
T1194953,41323.883
T1194954,35587.363
T1194955,41149.984
T1194956,48461.375
T1194957,29666.896
T1194958,46709.844
T1194959,40738.44
T1194960,29248.098
T1194961,61198.797
T1194962,30577.41
T1194963,28969.584
T1194964,35284.55
T1194965,43722.973
T1194966,47763.273
T1194967,43341.043
T1194968,22610.117
T1194969,25272.086
T1194970,32867.156
T1194971,22652.963
T1194972,44826.47
T1194973,27027.398
T1194974,57304.64
T1194975,45269.66
T1194976,55661.348
T1194977,40783.41
T1194978,59187.676
T1194979,71316.43
T1194980,59540.562
T1194981,47653.438
T1194982,34164.453
T1194983,58396.57
T1194984,63623.254
T1194985,61685.57
T1194986,34200.992
T1194987,56613.43
T1194988,46994.773
T1194989,69352.164
T1194990,51527.87
T1194991,59019.082
T1194992,29408.98
T1194993,25884.79
T1194994,46856.312
T1194995,35413.684
T1194996,50415.48
T1194997,44236.85
T1194998,35483.8
T1194999,28278.652
T1195000,34908.613
T1195001,59576.715
T1195002,25657.994
T1195003,44849.297
T1195004,34117.836
T1195005,46039.105
T1195006,33216.863
T1195007,33470.203
T1195008,34547.008
T1195009,48928.746
T1195010,51977.188
T1195011,26460.713
T1195012,32411.172
T1195013,34235.23
T1195014,42439.875
T1195015,69018.305
T1195016,35914.246
T1195017,57751.95
T1195018,35721.723
T1195019,36495.37
T1195020,21316.744
T1195021,39539.55
T1195022,37539.195
T1195023,49769.86
T1195024,39356.61
T1195025,66081.484
T1195026,33217.094
T1195027,20340.223
T1195028,35158.656
T1195029,36454.92
T1195030,29564.088
T1195031,59543.344
T1195032,42698.42
T1195033,40657.816
T1195034,31792.191
T1195035,61507.62
T1195036,34267.992
T1195037,34821.34
T1195038,48581.004
T1195039,58400.73
T1195040,36159.363
T1195041,45104.402
T1195042,37593.637
T1195043,26424.756
T1195044,32042.436
T1195045,38946.01
T1195046,47209.863
T1195047,48800.914
T1195048,30364.35
T1195049,40974.695
T1195050,41097.24
T1195051,44742.47
T1195052,60682.547
T1195053,21804.547
T1195054,41154.246
T1195055,41718.047
T1195056,46067.855
T1195057,48799.254
T1195058,48137.785
T1195059,66855.44
T1195060,65140.902
T1195061,25491.432
T1195062,36670.914
T1195063,61099.37
T1195064,75900.625
T1195065,45510.22
T1195066,42542.957
T1195067,38638.465
T1195068,26853.775
T1195069,40946.35
T1195070,22573.162
T1195071,99685.38
T1195072,29554.95
T1195073,31887.201
T1195074,53622.816
T1195075,47535.78
T1195076,64888.92
T1195077,66554.63
T1195078,35600.59
T1195079,38651.086
T1195080,68007.766
T1195081,35418.652
T1195082,23375.312
T1195083,24759.285
T1195084,36851.344
T1195085,39892.953
T1195086,59959.19
T1195087,60315.54
T1195088,33669.395
T1195089,47363.074
T1195090,44937.24
T1195091,29788.844
T1195092,46919.797
T1195093,61710.32
T1195094,49710.074
T1195095,52462.34
T1195096,36152.16
T1195097,34418.33
T1195098,36909.125
T1195099,118957.69
T1195100,57974.68
T1195101,62604.953
T1195102,52964.145
T1195103,33703.85
T1195104,62387.23
T1195105,25036.951
T1195106,58474.457
T1195107,82335.805
T1195108,38196.19
T1195109,41332.62
T1195110,34055.457
T1195111,42977.902
T1195112,28358.69
T1195113,56364.15
T1195114,58243.652
T1195115,69445.94
T1195116,32920.1
T1195117,52437.336
T1195118,46246.277
T1195119,82808.63
T1195120,28237.398
T1195121,36723.64
T1195122,33765.73
T1195123,55520.215
T1195124,43497.71
T1195125,47790.87
T1195126,56886.195
T1195127,61402.387
T1195128,32435.18
T1195129,45220.164
T1195130,40745.703
T1195131,33503.473
T1195132,37802.98
T1195133,72759.05
T1195134,42175.65
T1195135,38207.992
T1195136,65239.17
T1195137,58345.2
T1195138,58595.297
T1195139,30589.29
T1195140,59475.66
T1195141,65649.27
T1195142,38788.812
T1195143,33311.14
T1195144,53859.266
T1195145,29398.512
T1195146,54723.547
T1195147,31516.475
T1195148,28109.746
T1195149,44702.156
T1195150,34824.4
T1195151,47403.605
T1195152,52934.4
T1195153,63243.207
T1195154,28547.824
T1195155,58202.445
T1195156,28067.496
T1195157,61855.434
T1195158,25986.338
T1195159,36871.484
T1195160,81019.32
T1195161,28519.654
T1195162,53747.613
T1195163,73740.22
T1195164,52694.992
T1195165,26991.217
T1195166,37360.88
T1195167,41295.59
T1195168,50698.91
T1195169,43073.727
T1195170,40866.664
T1195171,49594.516
T1195172,26674.123
T1195173,54778.84
T1195174,44898.863
T1195175,62164.504
T1195176,46580.41
T1195177,58246.5
T1195178,57364.434
T1195179,39615.207
T1195180,46752.395
T1195181,51177.785
T1195182,70995.24
T1195183,48669.957
T1195184,41279.625
T1195185,24592.443
T1195186,31418.865
T1195187,40629.72
T1195188,30052.268
T1195189,21684.215
T1195190,54955.98
T1195191,59497.266
T1195192,57698.84
T1195193,29152.912
T1195194,103175.85
T1195195,26159.76
T1195196,28263.193
T1195197,56864.57
T1195198,24790.291
T1195199,29839.117
T1195200,28570.83
T1195201,41107.504
T1195202,40214.754
T1195203,73202.484
T1195204,35232.844
T1195205,42162.28
T1195206,42597.74
T1195207,45389.23
T1195208,45561.23
T1195209,49657.35
T1195210,48167.555
T1195211,70306.3
T1195212,62247.977
T1195213,24055.03
T1195214,49000.41
T1195215,32988.367
T1195216,30247.514
T1195217,55440.285
T1195218,43376.71
T1195219,41952.727
T1195220,20713.133
T1195221,56776.332
T1195222,41034.41
T1195223,47989.434
T1195224,39770.207
T1195225,31797.83
T1195226,90922.21
T1195227,63339.723
T1195228,32323.842
T1195229,38345.887
T1195230,35104.53
T1195231,60698.23
T1195232,50219.375
T1195233,23216.553
T1195234,49320.62
T1195235,42388.457
T1195236,53467.758
T1195237,65261.01
T1195238,27457.035
T1195239,82524.164
T1195240,35808.934
T1195241,50632.773
T1195242,73719.945
T1195243,56336.848
T1195244,38378.812
T1195245,32525.344
T1195246,67172.61
T1195247,33812.477
T1195248,58607.76
T1195249,83129.8
T1195250,54702.348
T1195251,40981.74
T1195252,55447.402
T1195253,53893.195
T1195254,32949.695
T1195255,79380.1
T1195256,55572.31
T1195257,61396.953
T1195258,38391.656
T1195259,33302.195
T1195260,25541.598
T1195261,35842.965
T1195262,57058.01
T1195263,37103.957
T1195264,38968.805
T1195265,25945.469
T1195266,30922.686
T1195267,32308.97
T1195268,39411.79
T1195269,25656.744
T1195270,51837.3
T1195271,35317.914
T1195272,36972.734
T1195273,39058.78
T1195274,58258.4
T1195275,37595.75
T1195276,27457.035
T1195277,46709.844
T1195278,38946.01
T1195279,34824.4
T1195280,49594.516
T1195281,33812.477
T1195282,52694.992
T1195283,46039.105
T1195284,58202.445
T1195285,42388.457
T1195286,35914.246
T1195287,63243.207
T1195288,36909.125
T1195289,36770.906
T1195290,51665.645
T1195291,31887.201
T1195292,25945.469
T1195293,47579.92
T1195294,61099.37
T1195295,35317.914
T1195296,47970.848
T1195297,91855.34
T1195298,58345.2
T1195299,73202.484
T1195300,22573.162
T1195301,56336.848
T1195302,33503.473
T1195303,29398.512
T1195304,83129.8
T1195305,29638.654
T1195306,25180.627
T1195307,57974.68
T1195308,58396.57
T1195309,52437.336
T1195310,23216.553
T1195311,78322.25
T1195312,53954.312
T1195313,42439.875
T1195314,50415.48
T1195315,49769.86
T1195316,66554.63
T1195317,82808.63
T1195318,47653.438
T1195319,58243.652
T1195320,49657.35
T1195321,59959.19
T1195322,57751.95
T1195323,49000.41
T1195324,39018.04
T1195325,77083.664
T1195326,30364.35
T1195327,55570.914
T1195328,51527.87
T1195329,33217.094
T1195330,62604.953
T1195331,82335.805
T1195332,33703.85
T1195333,58474.457
T1195334,56364.15
T1195335,28358.69
T1195336,32920.1
T1195337,28237.398
T1195338,46246.277
T1195339,62164.504
T1195340,30052.268
T1195341,51177.785
T1195342,77925.29
T1195343,47403.605
T1195344,54955.98
T1195345,72516.96
T1195346,26159.76
T1195347,55520.215
T1195348,28263.193
T1195349,54723.547
T1195350,58595.297
T1195351,24055.03
T1195352,43376.71
T1195353,37103.957
T1195354,38378.812
T1195355,57058.01
T1195356,36972.734
T1195357,25541.598
T1195358,55447.402
T1195359,32525.344
T1195360,31516.475
T1195361,55440.285
T1195362,56886.195
T1195363,45220.164
T1195364,58258.4
T1195365,38207.992
T1195366,24790.291
T1195367,65239.17
T1195368,59475.66
T1195369,48167.555
T1195370,52934.4
T1195371,28067.496
T1195372,30577.41
T1195373,25884.79
T1195374,63623.254
T1195375,40783.41
T1195376,49320.62
T1195377,49557.965
T1195378,69555.18
T1195379,80391.61
T1195380,36159.363
T1195381,48137.785
T1195382,46919.797
T1195383,42542.957
T1195384,40974.695
T1195385,26424.756
T1195386,51977.188
T1195387,37593.637
T1195388,59019.082
T1195389,32949.695
T1195390,28547.824
T1195391,70353.69
T1195392,65261.01
T1195393,36871.484
T1195394,26991.217
T1195395,73740.22
T1195396,43073.727
T1195397,21684.215
T1195398,40866.664
T1195399,25986.338
T1195400,48669.957
T1195401,103175.85
T1195402,46580.41
T1195403,52964.145
T1195404,42977.902
T1195405,68980.85
T1195406,61402.387
T1195407,33765.73
T1195408,47363.074
T1195409,35232.844
T1195410,70306.3
T1195411,42162.28
T1195412,45389.23
T1195413,20713.133
T1195414,60315.54
T1195415,33669.395
T1195416,61710.32
T1195417,62489.586
T1195418,99685.38
T1195419,44742.47
T1195420,68368.05
T1195421,41718.047
T1195422,25491.432
T1195423,66855.44
T1195424,62336.523
T1195425,45510.22
T1195426,40946.35
T1195427,26853.775
T1195428,31726.121
T1195429,59187.676
T1195430,42062.316
T1195431,39892.953
T1195432,50745.207
T1195433,38651.086
T1195434,60101.355
T1195435,36454.92
T1195436,40657.816
T1195437,34267.992
T1195438,81155.0
T1195439,42698.42
T1195440,33470.203
T1195441,47209.863
T1195442,34908.613
T1195443,38435.457
T1195444,34547.008
T1195445,34235.23
T1195446,26460.713
T1195447,34117.836
T1195448,21316.744
T1195449,37539.195
T1195450,36495.37
T1195451,64888.92
T1195452,36851.344
T1195453,59300.61
T1195454,43633.758
